seed_model,trial,true_cls,target_t1,target_t3,donor_t1,c2_t3,agree,bl_correct_t1,bl_correct_t3,c2_correct_t1,c2_correct_t3
2,177,2,2,2,1,2,0,1,1,1,1
2,178,4,0,4,4,4,0,0,1,0,1
2,179,3,3,3,3,3,1,1,1,1,1
2,180,0,4,4,4,4,1,0,0,0,0
2,181,0,0,0,0,0,1,1,1,1,1
2,182,1,3,1,4,1,0,0,1,0,1
2,183,1,0,1,4,1,0,0,1,0,1
2,184,4,0,4,4,4,0,0,1,0,1
2,185,0,0,0,3,3,0,1,1,1,0
2,186,4,0,4,0,4,1,0,1,0,1
2,187,4,3,3,3,2,1,0,0,0,0
2,188,1,3,2,3,2,1,0,0,0,0
2,189,1,1,1,4,1,0,1,1,1,1
2,190,4,4,4,4,4,1,1,1,1,1
2,191,4,0,0,4,4,0,0,0,0,1
2,192,0,0,0,4,2,0,1,1,1,0
2,193,1,0,1,3,0,0,0,1,0,0
2,194,3,3,3,2,3,0,1,1,1,1
2,195,4,4,4,0,4,0,1,1,1,1
2,196,3,3,3,3,3,1,1,1,1,1
2,197,1,1,1,1,1,1,1,1,1,1
2,198,4,4,4,4,4,1,1,1,1,1
2,199,2,3,3,3,3,1,0,0,0,0
3,0,3,3,3,3,3,1,1,1,1,1
3,1,1,2,1,1,2,0,0,1,0,0
3,2,0,2,2,2,3,1,0,0,0,0
3,3,2,3,3,2,2,0,0,0,0,1
3,4,2,2,2,2,3,1,1,1,1,0
3,5,0,0,0,1,1,0,1,1,1,0
3,6,3,3,3,3,3,1,1,1,1,1
3,7,1,0,1,1,2,0,0,1,0,0
3,8,3,3,3,3,2,1,1,1,1,0
3,9,3,1,3,3,2,0,0,1,0,0
3,10,2,2,2,2,2,1,1,1,1,1
3,11,0,2,0,4,1,0,0,1,0,0
3,12,2,2,2,2,2,1,1,1,1,1
3,13,2,2,2,2,2,1,1,1,1,1
3,14,0,1,0,1,1,1,0,1,0,0
3,15,3,3,3,3,2,1,1,1,1,0
3,16,4,4,3,3,4,0,1,0,1,1
3,17,4,4,4,4,3,1,1,1,1,0
3,18,3,4,4,4,3,1,0,0,0,1
3,19,2,2,2,4,2,0,1,1,1,1
3,20,1,2,1,1,2,0,0,1,0,0
3,21,3,3,3,3,2,1,1,1,1,0
3,22,3,2,3,3,2,0,0,1,0,0
3,23,3,0,4,4,3,0,0,0,0,1
3,24,4,4,4,4,4,1,1,1,1,1
3,25,0,0,0,1,1,0,1,1,1,0
3,26,0,1,0,1,1,1,0,1,0,0
3,27,3,3,3,3,2,1,1,1,1,0
3,28,2,2,2,4,2,0,1,1,1,1
3,29,4,0,3,4,3,0,0,0,0,0
3,30,2,2,2,2,2,1,1,1,1,1
3,31,4,4,1,1,1,0,1,0,1,0
3,32,2,2,2,2,2,1,1,1,1,1
3,33,4,4,4,4,4,1,1,1,1,1
3,34,2,2,2,2,2,1,1,1,1,1
3,35,1,1,1,1,2,1,1,1,1,0
3,36,3,3,3,3,2,1,1,1,1,0
3,37,0,1,1,1,1,1,0,0,0,0
3,38,2,2,2,2,2,1,1,1,1,1
3,39,1,1,1,1,2,1,1,1,1,0
3,40,1,1,1,1,1,1,1,1,1,1
3,41,2,2,2,2,2,1,1,1,1,1
3,42,2,4,4,2,3,0,0,0,0,0
3,43,2,2,2,2,2,1,1,1,1,1
3,44,4,4,4,4,4,1,1,1,1,1
3,45,4,4,4,4,4,1,1,1,1,1
3,46,0,0,0,4,1,0,1,1,1,0
3,47,0,2,2,4,1,0,0,0,0,0
3,48,2,2,2,2,2,1,1,1,1,1
3,49,3,4,4,4,3,1,0,0,0,1
3,50,1,2,1,1,2,0,0,1,0,0
3,51,2,2,2,2,2,1,1,1,1,1
3,52,3,1,0,0,1,0,0,0,0,0
3,53,0,0,0,1,1,0,1,1,1,0
3,54,4,4,4,4,4,1,1,1,1,1
3,55,2,2,2,2,2,1,1,1,1,1
3,56,4,4,4,4,4,1,1,1,1,1
3,57,2,2,2,2,2,1,1,1,1,1
3,58,1,2,2,1,2,0,0,0,0,0
3,59,0,4,1,4,1,1,0,0,0,0
3,60,4,4,4,4,1,1,1,1,1,0
3,61,3,3,3,3,2,1,1,1,1,0
3,62,3,3,3,3,2,1,1,1,1,0
3,63,0,0,0,4,1,0,1,1,1,0
3,64,0,0,0,4,1,0,1,1,1,0
3,65,2,2,2,2,0,1,1,1,1,0
3,66,4,4,4,4,4,1,1,1,1,1
3,67,4,4,4,4,4,1,1,1,1,1
3,68,4,4,4,3,4,0,1,1,1,1
3,69,3,3,3,3,3,1,1,1,1,1
3,70,4,0,0,1,1,0,0,0,0,0
3,71,2,2,2,2,2,1,1,1,1,1
3,72,4,4,3,3,4,0,1,0,1,1
3,73,0,3,1,4,1,0,0,0,0,0
3,74,2,2,2,2,2,1,1,1,1,1
3,75,3,3,3,3,2,1,1,1,1,0
3,76,1,1,1,1,1,1,1,1,1,1
3,77,0,0,0,4,1,0,1,1,1,0
3,78,0,0,0,4,1,0,1,1,1,0
3,79,0,1,1,1,1,1,0,0,0,0
3,80,3,3,3,3,3,1,1,1,1,1
3,81,4,4,4,3,4,0,1,1,1,1
3,82,2,2,2,2,2,1,1,1,1,1
3,83,2,2,2,2,2,1,1,1,1,1
3,84,0,0,0,4,1,0,1,1,1,0
3,85,3,3,3,3,2,1,1,1,1,0
3,86,3,3,3,3,3,1,1,1,1,1
3,87,1,1,1,1,2,1,1,1,1,0
3,88,0,0,0,4,1,0,1,1,1,0
3,89,2,2,2,2,3,1,1,1,1,0
3,90,4,4,4,4,4,1,1,1,1,1
3,91,2,2,2,2,2,1,1,1,1,1
3,92,0,0,0,4,1,0,1,1,1,0
3,93,0,0,0,4,1,0,1,1,1,0
3,94,0,0,0,4,1,0,1,1,1,0
3,95,0,0,0,4,1,0,1,1,1,0
3,96,1,1,1,1,1,1,1,1,1,1
3,97,2,2,2,2,2,1,1,1,1,1
3,98,1,2,1,1,2,0,0,1,0,0
3,99,0,0,0,4,1,0,1,1,1,0
3,100,2,2,2,2,2,1,1,1,1,1
3,101,0,4,4,4,1,1,0,0,0,0
3,102,1,1,1,1,1,1,1,1,1,1
3,103,2,2,2,2,2,1,1,1,1,1
3,104,2,2,2,2,2,1,1,1,1,1
3,105,0,0,0,4,1,0,1,1,1,0
3,106,3,3,3,3,3,1,1,1,1,1
3,107,1,2,2,2,2,1,0,0,0,0
3,108,3,2,2,4,1,0,0,0,0,0
3,109,3,3,3,3,3,1,1,1,1,1
3,110,3,3,3,3,3,1,1,1,1,1
3,111,3,4,4,3,4,0,0,0,0,0
3,112,2,2,2,2,2,1,1,1,1,1
3,113,0,0,3,4,3,0,1,0,1,0
3,114,0,0,0,1,1,0,1,1,1,0
3,115,1,1,1,1,1,1,1,1,1,1
3,116,4,4,4,4,4,1,1,1,1,1
3,117,0,4,1,1,1,0,0,0,0,0
3,118,1,1,1,1,1,1,1,1,1,1
3,119,1,2,1,1,2,0,0,1,0,0
3,120,0,0,0,4,1,0,1,1,1,0
3,121,2,2,2,2,2,1,1,1,1,1
3,122,0,0,0,1,1,0,1,1,1,0
3,123,3,0,4,2,3,0,0,0,0,1
3,124,4,2,4,4,2,0,0,1,0,0
3,125,3,2,2,3,2,0,0,0,0,0
3,126,2,4,4,2,3,0,0,0,0,0
3,127,4,4,4,4,4,1,1,1,1,1
3,128,0,3,1,1,1,0,0,0,0,0
3,129,3,3,1,3,2,1,1,0,1,0
3,130,0,0,0,4,1,0,1,1,1,0
3,131,0,0,0,1,1,0,1,1,1,0
3,132,3,3,4,3,3,1,1,0,1,1
3,133,4,4,4,4,4,1,1,1,1,1
3,134,2,2,2,2,2,1,1,1,1,1
3,135,1,1,1,1,1,1,1,1,1,1
3,136,4,4,4,4,3,1,1,1,1,0
3,137,2,2,2,2,2,1,1,1,1,1
3,138,3,3,3,3,2,1,1,1,1,0
3,139,1,1,1,1,1,1,1,1,1,1
3,140,0,0,0,4,1,0,1,1,1,0
3,141,1,4,4,4,1,1,0,0,0,1
3,142,0,0,0,1,1,0,1,1,1,0
3,143,2,2,2,2,2,1,1,1,1,1
3,144,4,4,4,4,4,1,1,1,1,1
3,145,2,2,2,2,3,1,1,1,1,0
3,146,2,2,2,2,2,1,1,1,1,1
3,147,4,4,4,4,1,1,1,1,1,0
3,148,1,1,0,1,1,1,1,0,1,1
3,149,4,4,4,4,4,1,1,1,1,1
3,150,2,2,2,2,2,1,1,1,1,1
3,151,0,1,0,1,1,1,0,1,0,0
3,152,4,4,4,1,1,0,1,1,1,0
3,153,3,1,1,3,2,0,0,0,0,0
3,154,3,3,3,3,2,1,1,1,1,0
3,155,1,1,1,1,1,1,1,1,1,1
3,156,2,3,3,2,3,0,0,0,0,0
3,157,0,0,0,0,0,1,1,1,1,1
3,158,1,1,1,1,2,1,1,1,1,0
3,159,3,3,3,3,4,1,1,1,1,0
3,160,0,0,0,4,1,0,1,1,1,0
3,161,3,4,4,3,4,0,0,0,0,0
3,162,1,3,1,1,3,0,0,1,0,0
3,163,2,2,2,2,2,1,1,1,1,1
3,164,0,0,0,1,1,0,1,1,1,0
3,165,2,2,2,2,2,1,1,1,1,1
3,166,4,1,1,4,1,0,0,0,0,0
3,167,2,2,2,2,2,1,1,1,1,1
3,168,4,3,4,3,4,1,0,1,0,1
3,169,1,1,1,3,0,0,1,1,1,0
3,170,4,4,4,4,1,1,1,1,1,0
3,171,4,4,4,4,4,1,1,1,1,1
3,172,4,4,1,1,1,0,1,0,1,0
3,173,0,2,2,2,2,1,0,0,0,0
3,174,2,2,2,2,2,1,1,1,1,1
3,175,2,2,2,2,2,1,1,1,1,1
3,176,2,2,2,2,2,1,1,1,1,1
3,177,4,4,4,4,4,1,1,1,1,1
3,178,3,3,3,3,2,1,1,1,1,0
3,179,0,0,0,4,1,0,1,1,1,0
3,180,1,0,0,1,1,0,0,0,0,1
3,181,2,2,2,2,2,1,1,1,1,1
3,182,2,2,2,2,2,1,1,1,1,1
3,183,0,0,0,0,1,1,1,1,1,0
3,184,0,0,0,1,1,0,1,1,1,0
3,185,0,0,0,4,1,0,1,1,1,0
3,186,1,2,1,1,2,0,0,1,0,0
3,187,0,0,0,1,0,0,1,1,1,1
3,188,0,0,0,0,1,1,1,1,1,0
3,189,4,4,4,4,4,1,1,1,1,1
3,190,0,0,0,4,1,0,1,1,1,0
3,191,0,0,0,4,1,0,1,1,1,0
3,192,1,1,1,1,1,1,1,1,1,1
3,193,2,2,2,2,2,1,1,1,1,1
3,194,2,2,2,2,2,1,1,1,1,1
3,195,4,4,4,4,3,1,1,1,1,0
3,196,0,0,0,4,1,0,1,1,1,0
3,197,3,2,2,2,2,1,0,0,0,0
3,198,2,4,4,2,3,0,0,0,0,0
3,199,3,3,3,3,3,1,1,1,1,1
4,0,1,1,1,0,0,0,1,1,1,0
4,1,1,1,1,1,1,1,1,1,1,1
4,2,4,4,4,0,4,0,1,1,1,1
4,3,1,1,1,1,1,1,1,1,1,1
4,4,1,1,1,1,0,1,1,1,1,0
4,5,0,0,0,0,0,1,1,1,1,1
4,6,3,3,3,3,3,1,1,1,1,1
4,7,4,4,4,4,4,1,1,1,1,1
4,8,1,1,1,1,1,1,1,1,1,1
4,9,2,0,0,0,0,1,0,0,0,0
4,10,4,4,4,4,4,1,1,1,1,1
4,11,2,0,2,1,0,0,0,1,0,0
4,12,3,3,3,3,3,1,1,1,1,1
4,13,3,2,2,4,3,0,0,0,0,1
4,14,2,2,2,2,1,1,1,1,1,0
4,15,4,4,4,4,4,1,1,1,1,1
4,16,0,0,0,0,0,1,1,1,1,1
4,17,2,2,2,2,0,1,1,1,1,0
4,18,2,2,4,2,4,1,1,0,1,0
4,19,1,1,1,1,1,1,1,1,1,1
4,20,4,4,4,4,4,1,1,1,1,1
4,21,0,0,0,0,0,1,1,1,1,1
4,22,2,2,2,4,3,0,1,1,1,0
4,23,0,0,0,0,0,1,1,1,1,1
4,24,2,2,2,2,0,1,1,1,1,0
4,25,2,2,2,3,0,0,1,1,1,0
4,26,3,3,3,4,3,0,1,1,1,1
4,27,0,0,0,0,0,1,1,1,1,1
4,28,1,1,1,1,1,1,1,1,1,1
4,29,3,3,3,3,3,1,1,1,1,1
4,30,2,2,2,1,0,0,1,1,1,0
4,31,3,3,3,4,3,0,1,1,1,1
4,32,3,3,3,3,3,1,1,1,1,1
4,33,0,0,0,0,0,1,1,1,1,1
4,34,3,3,3,4,3,0,1,1,1,1
4,35,4,4,4,4,4,1,1,1,1,1
4,36,0,0,0,0,0,1,1,1,1,1
4,37,0,0,0,0,0,1,1,1,1,1
4,38,1,1,1,2,0,0,1,1,1,0
4,39,4,4,4,4,4,1,1,1,1,1
4,40,1,1,1,1,1,1,1,1,1,1
4,41,3,3,3,4,3,0,1,1,1,1
4,42,3,3,3,3,3,1,1,1,1,1
4,43,3,3,3,3,3,1,1,1,1,1
4,44,1,1,1,1,0,1,1,1,1,0
4,45,1,1,1,1,1,1,1,1,1,1
4,46,0,0,0,0,0,1,1,1,1,1
4,47,4,4,4,4,4,1,1,1,1,1
4,48,2,2,2,2,0,1,1,1,1,0
4,49,3,3,3,3,3,1,1,1,1,1
4,50,4,4,2,0,0,0,1,0,1,0
4,51,0,0,0,0,0,1,1,1,1,1
4,52,4,4,4,2,4,0,1,1,1,1
4,53,3,3,3,3,3,1,1,1,1,1
4,54,3,0,0,3,0,0,0,0,0,0
4,55,2,1,1,1,0,1,0,0,0,0
4,56,3,3,3,3,3,1,1,1,1,1
4,57,1,1,1,1,1,1,1,1,1,1
4,58,0,0,0,0,0,1,1,1,1,1
4,59,3,3,3,3,3,1,1,1,1,1
4,60,1,1,1,1,1,1,1,1,1,1
4,61,3,4,4,2,4,0,0,0,0,0
4,62,1,1,1,1,1,1,1,1,1,1
4,63,0,0,0,0,0,1,1,1,1,1
4,64,1,0,2,0,0,1,0,0,0,0
4,65,2,2,2,2,0,1,1,1,1,0
4,66,4,1,1,1,1,1,0,0,0,0
4,67,4,4,4,4,4,1,1,1,1,1
4,68,3,3,3,2,4,0,1,1,1,0
4,69,3,0,3,2,0,0,0,1,0,0
4,70,3,3,3,3,3,1,1,1,1,1
4,71,0,0,0,0,0,1,1,1,1,1
4,72,4,4,4,4,4,1,1,1,1,1
4,73,3,4,4,4,4,1,0,0,0,0
4,74,3,3,3,4,3,0,1,1,1,1
4,75,4,4,4,4,4,1,1,1,1,1
4,76,1,1,1,1,1,1,1,1,1,1
4,77,0,0,0,0,0,1,1,1,1,1
4,78,0,0,0,0,0,1,1,1,1,1
4,79,2,2,2,4,3,0,1,1,1,0
4,80,4,1,4,4,4,0,0,1,0,1
4,81,3,3,3,3,3,1,1,1,1,1
4,82,1,1,1,4,4,0,1,1,1,0
4,83,0,0,0,0,0,1,1,1,1,1
4,84,4,4,4,4,4,1,1,1,1,1
4,85,4,4,4,0,4,0,1,1,1,1
4,86,0,0,0,0,0,1,1,1,1,1
4,87,3,3,3,3,3,1,1,1,1,1
4,88,2,2,2,3,0,0,1,1,1,0
4,89,2,1,1,2,4,0,0,0,0,0
4,90,2,2,2,2,0,1,1,1,1,0
4,91,0,0,3,3,0,0,1,0,1,1
4,92,2,1,1,2,1,0,0,0,0,0
4,93,4,4,4,4,4,1,1,1,1,1
4,94,2,0,2,3,0,0,0,1,0,0
4,95,3,3,3,3,3,1,1,1,1,1
4,96,1,1,1,1,1,1,1,1,1,1
4,97,2,0,2,3,0,0,0,1,0,0
4,98,2,2,2,2,0,1,1,1,1,0
4,99,4,4,4,0,4,0,1,1,1,1
4,100,2,0,2,0,0,1,0,1,0,0
4,101,2,2,2,2,4,1,1,1,1,0
4,102,3,0,0,0,0,1,0,0,0,0
4,103,1,1,1,1,4,1,1,1,1,0
4,104,2,1,2,1,1,1,0,1,0,0
4,105,2,1,1,1,1,1,0,0,0,0
4,106,1,0,0,0,0,1,0,0,0,0
4,107,3,3,3,4,3,0,1,1,1,1
4,108,4,4,4,4,4,1,1,1,1,1
4,109,4,3,3,4,4,0,0,0,0,1
4,110,2,0,2,2,0,0,0,1,0,0
4,111,3,0,2,3,0,0,0,0,0,0
4,112,2,0,0,2,0,0,0,0,0,0
4,113,3,3,3,4,3,0,1,1,1,1
4,114,4,4,4,4,4,1,1,1,1,1
4,115,1,1,1,1,1,1,1,1,1,1
4,116,2,2,2,2,4,1,1,1,1,0
4,117,1,1,1,1,1,1,1,1,1,1
4,118,0,0,0,0,0,1,1,1,1,1
4,119,3,3,3,3,3,1,1,1,1,1
4,120,4,4,4,4,4,1,1,1,1,1
4,121,1,1,1,1,1,1,1,1,1,1
4,122,1,1,1,1,0,1,1,1,1,0
4,123,3,3,0,3,0,1,1,0,1,0
4,124,1,4,4,1,4,0,0,0,0,0
4,125,1,1,1,1,0,1,1,1,1,0
4,126,4,4,4,4,4,1,1,1,1,1
4,127,3,0,3,2,0,0,0,1,0,0
4,128,2,2,2,1,1,0,1,1,1,0
4,129,3,3,3,3,3,1,1,1,1,1
4,130,3,3,3,3,3,1,1,1,1,1
4,131,1,0,1,1,0,0,0,1,0,0
4,132,3,3,3,3,3,1,1,1,1,1
4,133,1,1,1,1,1,1,1,1,1,1
4,134,3,0,3,3,0,0,0,1,0,0
4,135,0,0,0,0,0,1,1,1,1,1
4,136,1,0,0,0,0,1,0,0,0,0
4,137,4,4,4,4,4,1,1,1,1,1
4,138,4,4,4,4,4,1,1,1,1,1
4,139,3,3,3,3,3,1,1,1,1,1
4,140,4,4,4,4,4,1,1,1,1,1
4,141,0,0,0,0,0,1,1,1,1,1
4,142,2,2,2,1,0,0,1,1,1,0
4,143,2,1,2,2,4,0,0,1,0,0
4,144,3,3,3,3,3,1,1,1,1,1
4,145,2,0,2,2,0,0,0,1,0,0
4,146,1,1,1,0,0,0,1,1,1,0
4,147,4,4,4,1,4,0,1,1,1,1
4,148,2,2,2,2,1,1,1,1,1,0
4,149,4,4,4,4,4,1,1,1,1,1
4,150,1,1,1,3,1,0,1,1,1,1
4,151,1,1,1,1,1,1,1,1,1,1
4,152,3,3,3,3,0,1,1,1,1,0
4,153,3,3,3,4,3,0,1,1,1,1
4,154,2,2,2,2,0,1,1,1,1,0
4,155,4,0,2,4,4,0,0,0,0,1
4,156,0,0,0,0,0,1,1,1,1,1
4,157,4,4,4,4,4,1,1,1,1,1
4,158,3,0,3,3,3,0,0,1,0,1
4,159,0,1,1,0,0,0,0,0,0,1
4,160,1,0,1,0,0,1,0,1,0,0
4,161,2,2,2,2,0,1,1,1,1,0
4,162,4,4,4,4,4,1,1,1,1,1
4,163,1,1,1,0,0,0,1,1,1,0
4,164,0,0,0,0,0,1,1,1,1,1
4,165,2,0,2,0,0,1,0,1,0,0
4,166,3,0,3,3,0,0,0,1,0,0
4,167,0,0,0,0,0,1,1,1,1,1
4,168,1,1,1,1,1,1,1,1,1,1
4,169,0,0,0,0,0,1,1,1,1,1
4,170,0,0,2,0,0,1,1,0,1,1
4,171,2,2,2,3,3,0,1,1,1,0
4,172,1,1,1,1,1,1,1,1,1,1
4,173,0,0,0,0,0,1,1,1,1,1
4,174,4,4,4,4,4,1,1,1,1,1
4,175,0,0,0,0,0,1,1,1,1,1
4,176,3,3,3,4,3,0,1,1,1,1
4,177,2,0,2,2,0,0,0,1,0,0
4,178,1,1,1,1,0,1,1,1,1,0
4,179,3,3,3,4,3,0,1,1,1,1
4,180,1,1,1,1,1,1,1,1,1,1
4,181,3,4,2,4,4,1,0,0,0,0
4,182,0,0,0,0,0,1,1,1,1,1
4,183,2,2,2,2,0,1,1,1,1,0
4,184,2,1,1,1,0,1,0,0,0,0
4,185,4,3,3,4,3,0,0,0,0,0
4,186,1,1,1,1,1,1,1,1,1,1
4,187,4,4,4,4,4,1,1,1,1,1
4,188,2,2,2,2,0,1,1,1,1,0
4,189,0,0,0,0,0,1,1,1,1,1
4,190,1,2,2,4,2,0,0,0,0,0
4,191,0,0,0,0,0,1,1,1,1,1
4,192,0,0,0,0,0,1,1,1,1,1
4,193,1,1,1,1,1,1,1,1,1,1
4,194,3,3,3,4,3,0,1,1,1,1
4,195,2,1,1,1,0,1,0,0,0,0
4,196,2,2,2,2,4,1,1,1,1,0
4,197,3,3,3,3,3,1,1,1,1,1
4,198,2,2,2,3,0,0,1,1,1,0
4,199,0,1,1,0,0,0,0,0,0,1
5,0,1,1,1,1,1,1,1,1,1,1
5,1,2,2,2,2,2,1,1,1,1,1
5,2,1,1,1,1,1,1,1,1,1,1
5,3,0,0,0,0,0,1,1,1,1,1
5,4,4,4,4,4,4,1,1,1,1,1
5,5,2,3,3,2,3,0,0,0,0,0
5,6,2,0,0,0,0,1,0,0,0,0
5,7,2,1,2,2,1,0,0,1,0,0
5,8,0,1,1,0,1,0,0,0,0,0
5,9,0,0,0,4,0,0,1,1,1,1
5,10,3,3,3,4,1,0,1,1,1,0
5,11,4,4,4,4,4,1,1,1,1,1
5,12,1,1,1,1,1,1,1,1,1,1
5,13,0,0,0,0,0,1,1,1,1,1
5,14,2,1,2,2,1,0,0,1,0,0
5,15,4,4,1,4,1,1,1,0,1,0
5,16,0,1,1,0,1,0,0,0,0,0
5,17,4,4,4,4,4,1,1,1,1,1
5,18,3,3,3,3,3,1,1,1,1,1
5,19,4,4,4,4,4,1,1,1,1,1
5,20,0,0,0,4,0,0,1,1,1,1
5,21,1,1,1,3,1,0,1,1,1,1
5,22,2,1,1,2,1,0,0,0,0,0
5,23,1,1,1,1,1,1,1,1,1,1
5,24,3,3,3,3,3,1,1,1,1,1
5,25,4,4,4,4,4,1,1,1,1,1
5,26,1,1,1,3,1,0,1,1,1,1
5,27,3,3,3,3,3,1,1,1,1,1
5,28,4,3,3,3,3,1,0,0,0,0
5,29,0,1,1,2,1,0,0,0,0,0
5,30,4,2,2,2,2,1,0,0,0,0
5,31,1,1,1,0,1,0,1,1,1,1
5,32,0,0,0,0,0,1,1,1,1,1
5,33,2,2,2,2,2,1,1,1,1,1
5,34,1,1,1,1,1,1,1,1,1,1
5,35,0,0,0,0,0,1,1,1,1,1
5,36,2,2,2,2,2,1,1,1,1,1
5,37,2,2,2,2,2,1,1,1,1,1
5,38,4,4,4,4,4,1,1,1,1,1
5,39,3,3,3,3,3,1,1,1,1,1
5,40,4,4,4,4,4,1,1,1,1,1
5,41,3,3,3,3,3,1,1,1,1,1
5,42,3,3,3,3,3,1,1,1,1,1
5,43,0,0,0,0,0,1,1,1,1,1
5,44,4,4,4,4,4,1,1,1,1,1
5,45,4,4,4,2,4,0,1,1,1,1
5,46,0,0,4,0,0,1,1,0,1,1
5,47,0,1,1,3,1,0,0,0,0,0
5,48,2,2,2,2,2,1,1,1,1,1
5,49,2,2,2,2,2,1,1,1,1,1
5,50,3,3,3,3,3,1,1,1,1,1
5,51,1,1,1,1,1,1,1,1,1,1
5,52,2,3,3,3,3,1,0,0,0,0
5,53,1,0,4,0,0,1,0,0,0,0
5,54,3,3,3,3,3,1,1,1,1,1
5,55,1,1,1,0,1,0,1,1,1,1
5,56,2,1,2,2,2,0,0,1,0,1
5,57,1,1,1,0,1,0,1,1,1,1
5,58,4,4,4,4,4,1,1,1,1,1
5,59,0,0,4,0,0,1,1,0,1,1
5,60,3,3,3,3,3,1,1,1,1,1
5,61,1,1,1,1,1,1,1,1,1,1
5,62,1,1,1,0,1,0,1,1,1,1
5,63,2,1,2,2,1,0,0,1,0,0
5,64,0,0,0,0,0,1,1,1,1,1
5,65,0,1,0,0,0,0,0,1,0,1
5,66,1,1,1,1,1,1,1,1,1,1
5,67,1,1,1,1,1,1,1,1,1,1
5,68,3,3,3,3,3,1,1,1,1,1
5,69,1,1,1,1,1,1,1,1,1,1
5,70,1,1,1,1,1,1,1,1,1,1
5,71,4,3,3,3,0,1,0,0,0,0
5,72,1,1,1,1,1,1,1,1,1,1
5,73,2,1,1,2,1,0,0,0,0,0
5,74,4,0,4,2,2,0,0,1,0,0
5,75,2,1,1,2,1,0,0,0,0,0
5,76,2,1,2,2,1,0,0,1,0,0
5,77,1,1,1,2,1,0,1,1,1,1
5,78,2,2,2,2,2,1,1,1,1,1
5,79,2,1,2,2,1,0,0,1,0,0
5,80,0,0,0,0,0,1,1,1,1,1
5,81,2,1,2,2,1,0,0,1,0,0
5,82,1,1,1,0,1,0,1,1,1,1
5,83,2,2,2,2,2,1,1,1,1,1
5,84,4,4,4,2,4,0,1,1,1,1
5,85,0,0,0,1,0,0,1,1,1,1
5,86,0,0,0,1,2,0,1,1,1,0
5,87,4,4,4,2,4,0,1,1,1,1
5,88,1,1,1,1,1,1,1,1,1,1
5,89,3,3,3,3,3,1,1,1,1,1
5,90,4,1,1,4,4,0,0,0,0,1
5,91,4,4,4,4,4,1,1,1,1,1
5,92,4,4,4,4,4,1,1,1,1,1
5,93,3,0,0,0,0,1,0,0,0,0
5,94,0,0,0,0,0,1,1,1,1,1
5,95,0,0,0,4,0,0,1,1,1,1
5,96,1,4,4,4,4,1,0,0,0,0
5,97,1,1,1,0,1,0,1,1,1,1
5,98,1,1,1,2,1,0,1,1,1,1
5,99,4,0,4,4,4,0,0,1,0,1
5,100,4,2,2,2,1,1,0,0,0,0
5,101,3,3,3,0,3,0,1,1,1,1
5,102,0,0,0,0,0,1,1,1,1,1
5,103,1,1,1,0,4,0,1,1,1,0
5,104,1,1,1,1,1,1,1,1,1,1
5,105,3,3,3,3,3,1,1,1,1,1
5,106,2,2,2,2,2,1,1,1,1,1
5,107,2,2,2,2,2,1,1,1,1,1
5,108,0,0,0,4,0,0,1,1,1,1
5,109,4,4,4,4,4,1,1,1,1,1
5,110,2,0,0,3,0,0,0,0,0,0
5,111,4,4,4,3,4,0,1,1,1,1
5,112,2,1,2,3,1,0,0,1,0,0
5,113,0,0,0,0,0,1,1,1,1,1
5,114,2,1,2,2,1,0,0,1,0,0
5,115,3,3,3,3,0,1,1,1,1,0
5,116,2,2,2,2,2,1,1,1,1,1
5,117,4,0,4,4,4,0,0,1,0,1
5,118,0,0,4,0,0,1,1,0,1,1
5,119,3,3,3,3,3,1,1,1,1,1
5,120,3,3,3,3,3,1,1,1,1,1
5,121,0,0,0,0,0,1,1,1,1,1
5,122,1,1,1,1,1,1,1,1,1,1
5,123,2,1,2,2,1,0,0,1,0,0
5,124,0,0,0,0,0,1,1,1,1,1
5,125,2,2,2,3,2,0,1,1,1,1
5,126,2,3,3,3,3,1,0,0,0,0
5,127,3,3,3,3,3,1,1,1,1,1
5,128,3,2,2,2,2,1,0,0,0,0
5,129,2,1,1,2,1,0,0,0,0,0
5,130,4,4,4,4,4,1,1,1,1,1
5,131,0,0,0,0,0,1,1,1,1,1
5,132,1,1,1,0,1,0,1,1,1,1
5,133,0,1,0,0,0,0,0,1,0,1
5,134,2,2,4,2,2,1,1,0,1,1
5,135,0,0,0,0,0,1,1,1,1,1
5,136,1,1,1,1,1,1,1,1,1,1
5,137,1,1,0,0,1,0,1,0,1,1
5,138,4,4,4,4,4,1,1,1,1,1
5,139,4,1,1,4,4,0,0,0,0,1
5,140,4,4,4,4,4,1,1,1,1,1
5,141,3,3,3,3,3,1,1,1,1,1
5,142,1,1,1,2,1,0,1,1,1,1
5,143,1,1,1,0,1,0,1,1,1,1
5,144,0,0,0,0,0,1,1,1,1,1
5,145,4,1,2,4,1,0,0,0,0,0
5,146,1,1,2,2,1,0,1,0,1,1
5,147,4,4,4,4,4,1,1,1,1,1
5,148,0,0,0,0,0,1,1,1,1,1
5,149,1,1,1,1,1,1,1,1,1,1
5,150,3,3,3,3,3,1,1,1,1,1
5,151,2,1,2,2,1,0,0,1,0,0
5,152,3,3,3,3,3,1,1,1,1,1
5,153,1,1,1,3,1,0,1,1,1,1
5,154,0,0,0,0,0,1,1,1,1,1
5,155,3,3,3,3,3,1,1,1,1,1
5,156,4,4,4,4,4,1,1,1,1,1
